Tiempo_s,Voltaje_plasma_V,Voltaje_R_V,Corriente_A,Voltaje_HV_estimado_V
0.0,124.99461,0.51903046,3.506962567567568e-05,300.0
2.03406023979187,123.69747,0.51673753,3.4914697972972975e-05,305.0
4.06927227973938,122.24892,0.5147746,3.478206756756757e-05,310.0
6.1112189292907715,120.98351,0.51255352,3.463199459459459e-05,315.0
8.138681411743164,119.56759,0.51030641,3.4480162837837834e-05,320.0
10.148791790008545,118.28083,0.50804988,3.4327694594594595e-05,325.0
12.158763408660889,116.82129,0.50648702,3.422209594594595e-05,330.0
14.166328191757202,115.42312,0.50419033,3.406691418918919e-05,335.0
16.18409538269043,113.96254,0.5021708,3.393045945945946e-05,340.0
18.187055587768555,112.6142,0.49987933,3.377563040540541e-05,345.0
20.200798511505127,111.27231,0.49790249,3.364206013513513e-05,350.0
22.213557720184326,109.88775,0.49525394,3.346310405405406e-05,355.0
24.217724084854126,108.63218,0.49352781,3.334647364864865e-05,360.0
26.23042631149292,107.2183,0.49178159,3.322848581081081e-05,365.0
28.239049911499023,105.65463,0.4891526,3.305085135135135e-05,370.0
30.250160694122314,104.48163,0.48727293,3.292384662162162e-05,375.0
32.261685371398926,103.26337,0.48471151,3.27507777027027e-05,380.0
34.26470923423767,101.66112,0.48282232,3.262312972972973e-05,385.0
36.277251958847046,100.43568,0.48040145,3.245955743243243e-05,390.0
38.292065143585205,98.845725,0.47817641,3.230921689189189e-05,395.0
40.299521684646606,97.481912,0.47616181,3.217309527027027e-05,400.0
42.309534549713135,96.099509,0.47452228,3.2062316216216215e-05,405.0
44.317803144454956,95.176698,0.47171097,3.187236283783784e-05,410.0
46.32993006706238,93.539329,0.46915258,3.169949864864865e-05,415.0
48.34074926376343,92.141831,0.46771346,3.1602260810810814e-05,420.0
50.34740471839905,90.677175,0.46521825,3.143366554054054e-05,425.0
52.35775303840637,89.511791,0.46315669,3.1294370945945946e-05,430.0
54.36859679222107,88.105959,0.46104071,3.1151399324324326e-05,435.0
56.38243389129639,86.484597,0.45874506,3.099628783783784e-05,440.0
58.3916130065918,85.380497,0.45704341,3.0881311486486484e-05,445.0
60.403005838394165,84.116608,0.45451566,3.071051756756757e-05,450.0
62.41243124008179,82.693671,0.45215119,3.055075608108108e-05,455.0
64.42263460159302,81.277791,0.45034503,3.0428718243243242e-05,460.0
66.43145751953125,80.239102,0.44809258,3.0276525675675677e-05,465.0
68.44144082069397,78.760135,0.44581545,3.012266554054054e-05,470.0
70.45122051239014,77.514171,0.44343184,2.9961610810810812e-05,475.0
72.46190142631531,76.069879,0.44146441,2.982867635135135e-05,480.0
74.4714081287384,74.709908,0.43925065,2.9679097972972974e-05,485.0
76.47963118553162,73.386919,0.43679121,2.9512919594594593e-05,490.0
