Tiempo_s,Voltaje_plasma_V,Voltaje_R_V,Corriente_A,Voltaje_HV_estimado_V
0.00711369514465332,-3.955e-06,0.18809,1.2708783783783784e-05,200.0
2.0246434211730957,-4.028e-06,0.19268518,1.3019268918918919e-05,205.0
4.036054849624634,-7.296e-06,0.19727166,1.3329166216216215e-05,210.0
6.060127258300781,-7.317e-06,0.20218273,1.3660995270270271e-05,215.0
8.077311038970947,-4.122e-06,0.2069557,1.3983493243243243e-05,220.0
10.093081712722778,-3.716e-06,0.21141217,1.4284606081081082e-05,225.0
12.108564853668213,-5.329e-06,0.21637603,1.4620002027027027e-05,230.0
14.126432180404663,-6.63e-06,0.2221791,1.5012101351351351e-05,235.0
16.142098426818848,-6.797e-06,0.22577099,1.5254796621621623e-05,240.0
18.161107301712036,-4.528e-06,0.23044742,1.557077162162162e-05,245.0
20.178675174713135,-4.143e-06,0.23501153,1.587915743243243e-05,250.0
22.197382926940918,-4.361e-06,0.23967551,1.6194291216216216e-05,255.0
24.21401810646057,-6.38e-06,0.24529989,1.6574316891891892e-05,260.0
26.2305748462677,-6.453e-06,0.25043487,1.6921275e-05,265.0
28.247164487838745,-6.141e-06,0.25360266,1.7135314864864864e-05,270.0
30.26658058166504,-4.58e-06,0.25946331,1.753130472972973e-05,275.0
32.282697916030884,-4.278e-06,0.26406696,1.7842362162162164e-05,280.0
34.29937410354614,-5.714e-06,0.26896136,1.8173064864864863e-05,285.0
36.31708812713623,-6.766e-06,0.27354159,1.8482539864864866e-05,290.0
38.33562517166138,-6.505e-06,0.27934095,1.887438851351351e-05,295.0
40.3489727973938,-3.185e-06,0.28329873,1.914180608108108e-05,300.0
42.36704158782959,-3.331e-06,0.28752875,1.9427618243243244e-05,305.0
44.38459897041321,-6.235e-06,0.29317959,1.9809431756756757e-05,310.0
46.404529333114624,-7.119e-06,0.29718487,2.0080058783783784e-05,315.0
48.416834592819214,-5.256e-06,0.30176675,2.038964527027027e-05,320.0
50.43562412261963,-4.725e-06,0.30763243,2.0785975000000002e-05,325.0
52.45454001426697,-4.986e-06,0.31200282,2.1081271621621622e-05,330.0
54.470643758773804,-5.319e-06,0.31574785,2.1334314189189188e-05,335.0
56.49019646644592,-5.6e-06,0.32045064,2.165207027027027e-05,340.0
58.506340742111206,-6.193e-06,0.32538001,2.198513581081081e-05,345.0
60.52259159088135,-5.881e-06,0.33001293,2.2298170945945945e-05,350.0
62.54063582420349,-4.403e-06,0.33440424,2.259488108108108e-05,355.0
64.55817294120789,-3.289e-06,0.33916049,2.2916249324324325e-05,360.0
66.57711958885193,-3.695e-06,0.34412205,2.3251489864864867e-05,365.0
68.59272193908691,-5.891e-06,0.34873364,2.3563083783783786e-05,370.0
70.6146388053894,-7.9e-06,0.35340024,2.3878394594594593e-05,375.0
72.63145089149475,-4.673e-06,0.35827261,2.4207608783783784e-05,380.0
74.6466634273529,-3.091e-06,0.36407543,2.4599691216216215e-05,385.0
76.66285419464111,-5.215e-06,0.36742048,2.4825708108108106e-05,390.0
78.6824541091919,-6.183e-06,0.37235004,2.5158786486486487e-05,395.0
80.69893217086792,-5.85e-06,0.3769771,2.5471425675675675e-05,400.0
82.71876907348633,-5.527e-06,0.38154205,2.5779868243243244e-05,405.0
84.73469066619873,-4.975e-06,0.38723451,2.6164493918918917e-05,410.0
86.75104403495789,-5.235e-06,0.39109012,2.6425008108108106e-05,415.0
88.77021503448486,-4.715e-06,0.39570149,2.6736587162162163e-05,420.0
90.78777050971985,-4.746e-06,0.40028432,2.704623783783784e-05,425.0
92.80389523506165,-4.986e-06,0.40502717,2.7366700675675675e-05,430.0
94.82825756072998,-5.537e-06,0.41087143,2.7761583108108108e-05,435.0
96.84473061561584,-4.986e-06,0.41438571,2.799903445945946e-05,440.0
98.8607268333435,-5.246e-06,0.41935689,2.8334925e-05,445.0
100.87960314750671,-4.653e-06,0.42395135,2.8645361486486487e-05,450.0
102.89896273612976,-4.798e-06,0.42851116,2.8953456756756758e-05,455.0
