Tiempo_s,Voltaje_plasma_V,Voltaje_R_V,Corriente_A,Voltaje_HV_estimado_V
0.010038614273071289,-4.632e-06,0.18802798,1.2704593243243244e-05,200.0
2.021982431411743,-3.091e-06,0.19347225,1.3072449324324326e-05,205.0
4.047128677368164,-1.801e-06,0.19725796,1.3328240540540542e-05,210.0
6.06136417388916,-1.936e-06,0.20259839,1.3689080405405404e-05,215.0
8.08025598526001,-2.352e-06,0.20681011,1.3973656081081081e-05,220.0
10.099113702774048,-2.54e-06,0.21138979,1.4283093918918919e-05,225.0
12.11633825302124,-2.342e-06,0.21664233,1.463799527027027e-05,230.0
14.130902528762817,-2.196e-06,0.22196374,1.499755e-05,235.0
16.155427932739258,-1.915e-06,0.22652919,1.530602635135135e-05,240.0
18.176856517791748,-2.217e-06,0.23042148,1.556901891891892e-05,245.0
20.194702863693237,-2.8e-06,0.23631405,1.596716554054054e-05,250.0
22.211163759231567,-1.155e-06,0.24083505,1.6272638513513512e-05,255.0
24.22839856147766,-1.457e-06,0.2452727,1.657247972972973e-05,260.0
26.244543313980103,-7.49e-07,0.24913695,1.6833577702702702e-05,265.0
28.264981985092163,-1.53e-06,0.25364303,1.7138042567567568e-05,270.0
30.282448530197144,-2.144e-06,0.25942513,1.7528725e-05,275.0
32.300005197525024,-2.737e-06,0.26408767,1.7843761486486485e-05,280.0
34.320327281951904,-2.633e-06,0.26891074,1.8169644594594595e-05,285.0
36.33814764022827,-2.373e-06,0.27350059,1.8479769594594595e-05,290.0
38.35757899284363,-2.04e-06,0.27807065,1.878855743243243e-05,295.0
40.37549924850464,-1.978e-06,0.28300815,1.9122172297297297e-05,300.0
42.39370155334473,-2.071e-06,0.28759213,1.9431900675675674e-05,305.0
44.41121506690979,-2.03e-06,0.29215906,1.9740477027027028e-05,310.0
46.428340435028076,-1.988e-06,0.29714104,2.00770972972973e-05,315.0
48.446932554244995,-1.749e-06,0.30171926,2.0386436486486486e-05,320.0
50.463228702545166,-1.717e-06,0.30633441,2.0698270945945947e-05,325.0
52.48091197013855,-1.499e-06,0.31123666,2.1029504054054055e-05,330.0
54.49868869781494,-2.03e-06,0.31578529,2.133684391891892e-05,335.0
56.517579078674316,-2.061e-06,0.32040587,2.164904527027027e-05,340.0
58.53342866897583,-2.186e-06,0.32533117,2.1981835810810812e-05,345.0
60.552016258239746,-1.884e-06,0.32996231,2.2294750675675673e-05,350.0
62.571797370910645,-2.061e-06,0.33452547,2.2603072297297296e-05,355.0
64.59007143974304,-2.165e-06,0.33910537,2.2912525e-05,360.0
66.6089973449707,-1.676e-06,0.34406954,2.3247941891891894e-05,365.0
68.62768173217773,-1.593e-06,0.3486803,2.355947972972973e-05,370.0
70.64484691619873,-2.113e-06,0.3534175,2.387956081081081e-05,375.0
72.66222786903381,10.164096,0.33887285,2.289681418918919e-05,380.0
74.58717226982117,10.90501,0.34211759,2.311605337837838e-05,385.0
76.51303267478943,11.726901,0.34516277,2.3321808783783784e-05,390.0
78.43895983695984,12.684826,0.34828389,2.353269527027027e-05,395.0
80.43088030815125,13.496883,0.3512913,2.3735898648648648e-05,400.0
82.44108653068542,14.143206,0.35426483,2.3936812837837836e-05,405.0
84.45067954063416,15.254379,0.35801531,2.4190223648648646e-05,410.0
86.45913100242615,16.356987,0.3611474,2.440185135135135e-05,415.0
88.46781396865845,17.122373,0.36411612,2.460244054054054e-05,420.0
90.47975659370422,17.88399,0.36631951,2.4751318243243245e-05,425.0
92.48906230926514,19.000061,0.36991831,2.4994480405405403e-05,430.0
94.49810242652893,19.801206,0.37321995,2.5217564189189192e-05,435.0
96.50976037979126,21.036807,0.37513184,2.5346745945945947e-05,440.0
98.51910901069641,21.722982,0.37888419,2.560028310810811e-05,445.0
100.52542471885681,22.491926,0.381623,2.578533783783784e-05,450.0
102.53499817848206,23.702822,0.38477831,2.599853445945946e-05,455.0
104.54762744903564,24.323201,0.38750165,2.618254391891892e-05,460.0
106.55391788482666,25.43223,0.39101073,2.6419643918918917e-05,465.0
108.56407594680786,26.119301,0.39390215,2.6615010135135134e-05,470.0
110.57619714736938,27.303708,0.39639443,2.6783407432432435e-05,475.0
112.58447051048279,28.386637,0.40004323,2.7029947972972976e-05,480.0
114.59561657905579,29.450047,0.4021117,2.716970945945946e-05,485.0
116.59965395927429,30.338032,0.40515666,2.737545e-05,490.0
118.6134705543518,31.732816,0.40718925,2.7512787162162164e-05,495.0
120.62193512916565,32.234898,0.41087833,2.7762049324324325e-05,500.0
122.63035202026367,33.396123,0.41355721,2.794305472972973e-05,505.0
124.64138913154602,34.270864,0.41677214,2.816027972972973e-05,510.0
126.65355324745178,35.517937,0.41912521,2.8319270945945948e-05,515.0
128.66299486160278,36.008872,0.4216374,2.8489013513513514e-05,520.0
130.67016911506653,37.339462,0.4241504,2.865881081081081e-05,525.0
132.67819118499756,38.679827,0.42827237,2.8937322297297297e-05,530.0
134.68974471092224,39.193859,0.42999956,2.9054024324324324e-05,535.0
136.70093703269958,40.098314,0.43372187,2.9305531756756756e-05,540.0
138.71246337890625,41.482809,0.43651811,2.9494466891891894e-05,545.0
140.72284841537476,42.923857,0.43826924,2.9612786486486486e-05,550.0
142.73284029960632,43.61533,0.44125198,2.981432297297297e-05,555.0
144.74469780921936,44.696801,0.44391559,2.9994296621621624e-05,560.0
146.75439643859863,45.74811,0.44703335,3.020495608108108e-05,565.0
148.76437163352966,46.946388,0.44957124,3.0376435135135133e-05,570.0
150.77422785758972,47.963564,0.45284319,3.059751283783784e-05,575.0
152.78246307373047,48.799888,0.45577551,3.079564256756757e-05,580.0
154.79223012924194,49.845778,0.45745248,3.090895135135135e-05,585.0
156.8033425807953,50.95464,0.46083026,3.1137179729729726e-05,590.0
158.81246137619019,51.902214,0.46289802,3.1276893243243244e-05,595.0
160.82165837287903,52.879358,0.46645707,3.151736959459459e-05,600.0
162.8322422504425,54.174313,0.46811469,3.162937094594595e-05,605.0
164.840003490448,55.337281,0.47126958,3.184253918918919e-05,610.0
166.85176730155945,56.264657,0.47425682,3.204437972972973e-05,615.0
168.8554174900055,57.292171,0.47696562,3.222740675675676e-05,620.0
170.87300324440002,58.534828,0.47857585,3.2336206081081084e-05,625.0
172.88195252418518,59.845527,0.48268373,3.261376554054054e-05,630.0
174.89261293411255,61.081106,0.48391272,3.269680540540541e-05,635.0
176.90049076080322,62.26972,0.48665864,3.288234054054054e-05,640.0
178.91074323654175,63.274286,0.48929297,3.306033581081081e-05,645.0
180.91526913642883,64.400429,0.49180638,3.323016081081081e-05,650.0
182.92440366744995,65.476138,0.49431614,3.339973918918919e-05,655.0
184.93295001983643,66.403546,0.49679222,3.356704189189189e-05,660.0
186.9434733390808,67.204842,0.49961847,3.375800472972973e-05,665.0
188.95762419700623,69.17747,0.50295275,3.398329391891892e-05,670.0
190.96218085289001,70.005081,0.50484426,3.411109864864865e-05,675.0
192.97213196754456,70.569432,0.50850466,3.435842297297298e-05,680.0
194.9813175201416,71.684538,0.51090636,3.45207e-05,685.0
196.99125385284424,72.620731,0.5140552,3.473345945945946e-05,690.0
199.00185990333557,74.651,0.51561314,3.483872567567568e-05,695.0
201.0172233581543,74.6468,0.51934738,3.509103918918919e-05,700.0
203.02582669258118,76.106879,0.52143813,3.5232306081081085e-05,705.0
205.02852630615234,76.858701,0.52371924,3.5386435135135135e-05,710.0
207.04210996627808,78.640992,0.52719306,3.56211527027027e-05,715.0
209.05040001869202,79.308348,0.52974904,3.5793854054054055e-05,720.0
211.0601396560669,80.374824,0.53231977,3.5967552027027025e-05,725.0
213.07372570037842,81.359201,0.53479711,3.613493986486486e-05,730.0
215.08074402809143,83.177372,0.53814268,3.636099189189189e-05,735.0
217.09233951568604,83.946888,0.53969947,3.6466180405405403e-05,740.0
219.10344862937927,85.383989,0.542441,3.6651418918918914e-05,745.0
221.10423469543457,86.633524,0.54543099,3.685344527027027e-05,750.0
223.1224434375763,88.010869,0.54719697,3.697276824324324e-05,755.0
225.1279275417328,88.855409,0.54945025,3.712501689189189e-05,760.0
227.13608598709106,90.030049,0.55272114,3.7346022972972975e-05,765.0
229.1535849571228,91.084298,0.55528193,3.7519049324324326e-05,770.0
231.1633279323578,92.307824,0.55756599,3.76733777027027e-05,775.0
233.1721911430359,93.186252,0.56075917,3.788913310810811e-05,780.0
235.1814317703247,94.740267,0.56268538,3.801928243243243e-05,785.0
237.1911964416504,95.69074,0.5651692,3.818710810810811e-05,790.0
239.20006227493286,96.760645,0.56769789,3.8357965540540545e-05,795.0
241.21048021316528,97.930563,0.57027019,3.8531769594594596e-05,800.0
243.2203450202942,99.076551,0.57243729,3.867819527027027e-05,805.0
245.22979521751404,99.930451,0.57588568,3.891119459459459e-05,810.0
247.24070620536804,101.07566,0.5788474,3.911131081081081e-05,815.0
249.24903297424316,102.22178,0.58083638,3.924570135135135e-05,820.0
251.2587594985962,103.79446,0.58269011,3.9370953378378384e-05,825.0
253.2690360546112,105.12021,0.58623671,3.961058851351351e-05,830.0
255.27917313575745,105.92987,0.58746028,3.969326216216216e-05,835.0
257.2883942127228,107.54256,0.59028434,3.988407702702702e-05,840.0
259.29727244377136,108.8838,0.59177105,3.99845304054054e-05,845.0
261.3058395385742,110.17358,0.59427693,4.0153846621621624e-05,850.0
263.3163685798645,110.91011,0.59719439,4.035097229729729e-05,855.0
265.3245384693146,111.22652,0.60018644,4.055313783783784e-05,860.0
267.33230662345886,112.88837,0.60259662,4.071598783783784e-05,865.0
269.3428204059601,114.31214,0.6053869,4.0904520270270266e-05,870.0
271.35235381126404,115.78914,0.60723728,4.1029545945945945e-05,875.0
273.36246943473816,116.41472,0.60984192,4.1205535135135134e-05,880.0
275.3716425895691,117.62852,0.61301784,4.142012432432433e-05,885.0
277.3818190097809,118.53729,0.61533116,4.157642972972973e-05,890.0
279.3890016078949,120.0152,0.61881333,4.181171148648649e-05,895.0
281.50550723075867,121.44476,0.62067784,4.193769189189189e-05,900.0
